config	r0	r1	r2	t0	t1	t2	mu_per_POT	edep_per_POT_MeV	peak_dose_Gy_per_POT	peak_plate_idx	obj
pt6d01R00_00	3.8616	2.6153	3.1933	6.7968	6.6299	3.8612	2.268132e-03	4.024917e+02	2.150438e-09	25	2.268132e-03
pt6d01R00_03	4.3893	2.8793	3.3386	6.9835	7.0000	3.3357	2.254348e-03	4.257045e+02	1.935017e-09	25	2.254348e-03
pt6d01R00_01	3.8713	2.1535	3.4069	5.8869	6.7023	5.4500	2.153333e-03	3.885990e+02	2.568873e-09	24	2.153333e-03
pt6d01R00_04	3.3774	2.6214	3.2834	7.0000	6.5741	4.6580	2.166667e-03	4.028970e+02	2.003929e-09	24	2.166667e-03
pt6d01R00_08	3.6828	2.4671	3.1764	6.4691	6.9522	3.0000	2.202198e-03	3.931478e+02	2.316170e-09	25	2.202198e-03
pt6d01R00_02	3.5724	2.9880	3.3335	6.9366	6.6447	3.0000	2.077778e-03	4.117525e+02	1.735504e-09	25	2.077778e-03
pt6d01R00_07	4.2139	2.9534	3.2659	7.0000	6.4139	4.5116	2.108889e-03	4.204554e+02	1.837889e-09	27	2.108889e-03
pt6d01R00_09	3.8339	2.3973	3.0433	7.0000	5.5821	5.4063	2.160870e-03	3.798233e+02	2.408328e-09	24	2.160870e-03
pt6d01R00_06	4.0536	2.6405	3.5432	6.5124	5.6861	3.7653	2.113333e-03	3.818438e+02	2.065109e-09	23	2.113333e-03
pt6d01R00_05	3.8441	2.0554	3.3932	7.0000	6.8114	6.5836	2.171111e-03	3.981621e+02	2.662551e-09	23	2.171111e-03
pt6d02R00_01	4.5000	2.3953	2.5206	7.0000	7.0000	3.0591	2.197778e-03	3.998027e+02	2.998250e-09	26	2.197778e-03
pt6d02R00_00	2.0000	4.5000	2.0000	3.0000	3.0000	7.0000	1.745652e-03	3.059688e+02	3.278572e-09	34	1.745652e-03
pt6d02R00_04	3.5606	2.0000	2.8565	5.4768	7.0000	3.3885	2.153333e-03	3.642779e+02	3.194885e-09	23	2.153333e-03
pt6d02R00_03	3.6805	2.0000	2.0828	7.0000	5.0202	7.0000	2.076923e-03	3.470395e+02	3.891092e-09	28	2.076923e-03
pt6d02R00_02	4.5000	2.0000	2.9378	4.6310	7.0000	3.0000	2.045652e-03	3.652694e+02	3.445241e-09	23	2.045652e-03
pt6d02R00_05	3.4741	2.0000	3.9446	5.2795	7.0000	6.2453	2.091111e-03	3.899377e+02	2.529179e-09	20	2.091111e-03
pt6d02R00_06	4.5000	4.3798	3.4569	7.0000	7.0000	4.5497	2.320000e-03	4.879960e+02	1.300979e-09	33	2.320000e-03
pt6d02R00_07	3.2005	2.0000	4.5000	6.4178	7.0000	3.8626	2.160870e-03	3.802709e+02	2.701965e-09	18	2.160870e-03
pt6d02R00_08	4.2926	2.1203	2.4541	6.7439	7.0000	3.8617	2.149451e-03	3.851898e+02	3.467387e-09	26	2.149451e-03
pt6d02R00_09	2.6763	2.0000	2.0000	7.0000	3.0000	7.0000	1.795745e-03	2.856377e+02	3.710191e-09	31	1.795745e-03
pt6d02R01_02	4.5000	2.4112	3.9316	7.0000	7.0000	3.0000	2.144444e-03	4.082096e+02	2.296616e-09	21	2.144444e-03
pt6d02R01_01	4.0156	2.3451	2.1348	7.0000	7.0000	5.4849	2.182222e-03	3.971626e+02	3.405098e-09	30	2.182222e-03
pt6d02R01_04	2.7318	2.1487	3.3530	7.0000	7.0000	5.0483	2.143478e-03	3.847387e+02	2.426462e-09	21	2.143478e-03
pt6d02R01_00	3.6737	2.3637	2.5020	7.0000	7.0000	4.3640	2.291304e-03	3.935390e+02	2.828919e-09	28	2.291304e-03
pt6d02R01_03	3.6485	2.0725	4.2235	6.6245	7.0000	4.9758	2.002222e-03	3.958413e+02	2.515176e-09	20	2.002222e-03
pt6d02R01_05	4.5000	3.2160	2.6441	7.0000	7.0000	3.0000	2.260000e-03	4.347460e+02	2.136558e-09	31	2.260000e-03
pt6d02R01_06	4.5000	2.5886	3.0254	5.5784	7.0000	4.4956	2.239560e-03	4.084634e+02	2.328068e-09	25	2.239560e-03
pt6d02R01_07	4.5000	2.1148	2.2900	7.0000	6.0445	3.0000	2.129670e-03	3.671128e+02	3.804420e-09	26	2.129670e-03
pt6d02R01_08	4.5000	2.1088	2.9742	7.0000	5.7645	7.0000	2.189011e-03	3.865047e+02	2.963202e-09	25	2.189011e-03
pt6d02R01_09	4.5000	2.4320	4.0276	5.8874	7.0000	4.7128	2.239130e-03	4.129132e+02	2.118562e-09	22	2.239130e-03
pt6d03R00_00	4.5000	2.6620	4.2981	4.7656	7.0000	5.3225	2.202222e-03	4.215270e+02	1.772704e-09	21	2.202222e-03
pt6d03R00_02	4.5000	4.3834	4.5000	7.0000	7.0000	4.0126	2.085714e-03	4.895185e+02	9.243642e-10	26	2.085714e-03
pt6d03R00_01	4.5000	4.4179	2.0933	7.0000	7.0000	4.4122	2.145055e-03	4.804785e+02	2.924812e-09	34	2.145055e-03
pt6d03R00_03	4.5000	4.4750	3.6720	5.7700	7.0000	4.8378	2.184444e-03	4.853725e+02	1.170640e-09	32	2.184444e-03
pt6d03R00_04	4.1373	2.4228	3.6559	4.1626	7.0000	3.7734	2.134066e-03	3.884752e+02	2.226055e-09	22	2.134066e-03
pt6d03R00_06	4.5000	4.2097	2.0000	6.0919	7.0000	3.5473	2.182418e-03	4.609561e+02	3.085660e-09	34	2.182418e-03
pt6d03R00_05	4.5000	2.9013	3.3346	5.2187	7.0000	3.3221	2.273333e-03	4.141590e+02	1.907604e-09	25	2.273333e-03
pt6d03R00_08	4.5000	4.2061	4.3425	5.2779	7.0000	4.9888	2.193333e-03	4.788648e+02	9.933287e-10	29	2.193333e-03
pt6d03R00_07	4.5000	4.3744	2.8317	6.7185	7.0000	5.8624	2.293478e-03	4.896901e+02	1.812554e-09	33	2.293478e-03
pt6d03R00_09	4.5000	2.9837	2.2536	6.3540	5.8889	3.2078	2.108889e-03	3.916061e+02	2.756560e-09	31	2.108889e-03
pt6d03R01_00	4.5000	4.0009	3.3219	7.0000	7.0000	6.7181	2.177778e-03	4.873763e+02	1.454519e-09	32	2.177778e-03
pt6d03R01_04	4.5000	3.4686	3.1748	4.1588	7.0000	3.6770	2.288889e-03	4.282569e+02	1.644136e-09	30	2.288889e-03
pt6d03R01_03	4.5000	3.4731	3.4316	5.8709	7.0000	3.0000	2.297778e-03	4.391071e+02	1.509693e-09	28	2.297778e-03
pt6d03R01_01	4.5000	3.9714	2.9467	7.0000	7.0000	3.8289	2.292308e-03	4.669481e+02	1.671645e-09	33	2.292308e-03
pt6d03R01_02	4.5000	2.4099	2.9805	6.8485	5.0398	3.3344	1.955556e-03	3.577305e+02	2.713526e-09	23	1.955556e-03
pt6d03R01_06	4.5000	3.2946	4.0330	5.3997	7.0000	3.5649	2.155556e-03	4.352628e+02	1.422945e-09	24	2.155556e-03
pt6d03R01_05	4.5000	3.5520	3.2143	5.6176	7.0000	6.0708	2.227368e-03	4.565795e+02	1.608563e-09	31	2.227368e-03
pt6d03R01_07	4.1324	4.5000	2.4041	5.1517	7.0000	3.0000	2.217778e-03	4.603302e+02	2.214218e-09	34	2.217778e-03
pt6d03R01_08	4.5000	3.1786	3.8045	5.8365	7.0000	6.0635	2.259341e-03	4.492996e+02	1.493545e-09	25	2.259341e-03
pt6d03R01_09	4.5000	2.6401	3.7145	7.0000	7.0000	7.0000	2.278723e-03	4.393340e+02	1.875701e-09	24	2.278723e-03
pt6d04R00_00	4.5000	3.8537	2.7620	5.2397	7.0000	3.4600	2.375556e-03	4.459317e+02	1.888674e-09	33	2.375556e-03
pt6d04R00_01	4.5000	2.3981	3.9658	5.5277	7.0000	6.8192	2.353333e-03	4.219330e+02	2.055319e-09	22	2.353333e-03
pt6d04R00_03	4.5000	3.6016	3.1875	7.0000	7.0000	4.3346	2.315556e-03	4.585072e+02	1.595547e-09	31	2.315556e-03
pt6d04R00_02	4.5000	4.4890	2.9926	5.0244	7.0000	4.1876	2.219780e-03	4.714877e+02	1.598785e-09	33	2.219780e-03
pt6d04R00_05	4.1010	2.0058	3.0442	7.0000	6.2644	3.6468	2.091304e-03	3.699003e+02	3.253217e-09	23	2.091304e-03
pt6d04R00_04	4.5000	3.4060	3.5278	3.9127	7.0000	5.0079	2.246667e-03	4.355670e+02	1.499060e-09	27	2.246667e-03
pt6d04R00_06	3.3277	2.1183	3.4881	6.1067	6.5235	3.0000	2.006452e-03	3.638168e+02	2.735169e-09	21	2.006452e-03
pt6d04R00_07	4.5000	4.5000	2.8626	4.2557	7.0000	5.1994	2.245652e-03	4.718370e+02	1.749539e-09	33	2.245652e-03
pt6d04R00_08	2.7011	2.0000	4.5000	6.5961	7.0000	3.0000	2.030435e-03	3.681973e+02	2.771459e-09	18	2.030435e-03
pt6d04R00_09	4.4680	2.2548	3.5800	4.6364	7.0000	3.0000	2.135484e-03	3.822685e+02	2.609604e-09	22	2.135484e-03
pt6d05R00_02	3.8492	3.1421	2.8401	6.7856	7.0000	3.8879	2.287912e-03	4.293897e+02	1.956869e-09	30	2.287912e-03
pt6d05R00_01	2.2841	2.7400	3.4881	7.0000	6.9833	4.8659	2.106667e-03	4.082202e+02	1.677604e-09	24	2.106667e-03
pt6d05R00_00	4.5000	2.1044	3.7566	6.5792	7.0000	5.3190	2.271739e-03	4.041065e+02	2.654530e-09	21	2.271739e-03
pt6d05R00_05	4.4364	3.8877	2.5783	3.1952	7.0000	3.0000	2.071111e-03	4.252365e+02	2.027710e-09	33	2.071111e-03
pt6d05R00_04	4.4552	3.7210	2.5996	4.8289	7.0000	3.0000	2.220000e-03	4.344446e+02	2.045536e-09	33	2.220000e-03
pt6d05R00_07	4.5000	2.3242	4.1011	4.4959	7.0000	6.6409	2.364444e-03	4.130892e+02	2.118022e-09	22	2.364444e-03
pt6d05R00_03	4.5000	3.2073	4.5000	4.2572	7.0000	6.1082	2.213333e-03	4.457251e+02	1.316905e-09	23	2.213333e-03
pt6d05R00_09	4.5000	4.5000	2.4132	6.6042	7.0000	7.0000	2.315556e-03	4.954163e+02	2.396947e-09	34	2.315556e-03
pt6d05R00_06	3.7497	2.1044	2.0000	7.0000	6.3309	6.5233	2.197826e-03	3.733225e+02	3.859415e-09	30	2.197826e-03
pt6d05R00_08	4.4683	3.8060	2.5112	3.4199	7.0000	4.3068	2.260000e-03	4.326396e+02	2.226591e-09	33	2.260000e-03
pt6d05R01_01	4.5000	2.0000	3.6742	4.2882	7.0000	7.0000	2.294000e-03	3.937187e+02	2.699261e-09	22	2.294000e-03
pt6d05R01_02	4.5000	2.0000	3.3554	3.9737	7.0000	6.4023	2.194000e-03	3.843724e+02	2.892910e-09	23	2.194000e-03
pt6d05R01_04	4.5000	2.2101	3.1065	4.9009	7.0000	6.7095	2.182000e-03	3.989503e+02	2.658389e-09	25	2.182000e-03
pt6d05R01_05	4.3748	3.7309	2.4507	3.8814	7.0000	6.2007	2.390000e-03	4.438487e+02	2.376182e-09	33	2.390000e-03
pt6d05R01_07	4.3408	4.2517	2.0000	5.7773	7.0000	7.0000	2.216000e-03	4.744207e+02	3.284435e-09	34	2.216000e-03
pt6d05R01_08	4.5000	2.0000	3.7300	3.3631	7.0000	7.0000	2.076000e-03	3.887833e+02	2.664456e-09	22	2.076000e-03
pt6d06R00_06	4.3276	3.1646	2.2574	4.1042	6.7001	7.0000	2.191111e-03	4.188206e+02	2.800251e-09	33	2.191111e-03
pt6d06R00_00	4.2155	3.8126	2.5071	4.8170	7.0000	5.5564	2.228889e-03	4.493597e+02	2.238351e-09	33	2.228889e-03
pt6d06R00_02	3.6788	3.5786	2.4828	4.9531	7.0000	6.6880	2.340000e-03	4.448941e+02	2.308180e-09	33	2.340000e-03
pt6d06R00_01	4.4925	3.7353	2.5055	4.3725	7.0000	6.9277	2.117778e-03	4.522228e+02	2.311456e-09	33	2.117778e-03
pt6d06R00_05	4.5000	2.0371	4.3418	5.6890	7.0000	7.0000	2.242222e-03	4.116309e+02	2.454842e-09	21	2.242222e-03
pt6d06R00_03	3.9744	3.8648	2.8580	3.8447	7.0000	4.1232	2.186957e-03	4.380347e+02	1.782639e-09	33	2.186957e-03
pt6d06R00_04	4.3809	4.5000	2.3609	4.3318	7.0000	6.5661	2.087912e-03	4.741955e+02	2.446864e-09	34	2.087912e-03
pt6d06R00_07	4.2180	3.8882	2.8095	5.6834	7.0000	3.8387	2.284783e-03	4.512675e+02	1.811210e-09	33	2.284783e-03
pt6d06R00_08	3.6469	3.0210	2.2311	4.9613	6.9496	6.8099	2.296703e-03	4.186402e+02	2.861244e-09	33	2.296703e-03
pt6d06R01_02	3.5460	3.6305	2.5874	6.7595	7.0000	6.0264	2.244444e-03	4.550105e+02	2.165667e-09	33	2.244444e-03
pt6d06R01_07	3.8606	2.5121	3.6349	4.7029	7.0000	6.4424	2.053333e-03	4.113990e+02	1.955966e-09	24	2.053333e-03
pt6d06R01_00	3.2174	2.4350	2.0000	5.9018	6.9377	6.9224	2.102174e-03	3.899647e+02	3.513644e-09	33	2.102174e-03
pt6d06R01_03	3.6666	3.3919	2.2994	6.2924	7.0000	5.2890	2.293333e-03	4.379643e+02	2.607608e-09	33	2.293333e-03
pt6d06R01_01	4.5000	2.8176	3.4253	4.9330	7.0000	7.0000	2.241758e-03	4.316633e+02	1.829187e-09	27	2.241758e-03
pt6d06R01_04	2.9852	3.0235	2.0000	4.2233	6.9093	6.7539	2.272527e-03	4.068853e+02	3.289194e-09	33	2.272527e-03
pt6d06R01_05	4.5000	2.2840	3.5113	4.0377	7.0000	5.2907	2.228261e-03	3.931468e+02	2.429880e-09	23	2.228261e-03
pt6d06R01_06	4.5000	2.0000	2.5033	6.7006	4.9523	3.5257	2.004444e-03	3.378639e+02	3.838900e-09	23	2.004444e-03
pt6d06R01_08	4.0934	3.9484	2.9640	6.7419	7.0000	3.0000	2.173626e-03	4.574102e+02	1.638042e-09	33	2.173626e-03
pt6d06R01_09	4.0063	3.4540	2.2291	3.3017	7.0000	5.0551	2.208696e-03	4.195569e+02	2.712612e-09	33	2.208696e-03
pt6d07R00_04	4.5000	3.8853	2.3978	5.2201	7.5756	3.7863	2.307692e-03	4.623005e+02	2.333837e-09	33	2.307692e-03
pt6d07R00_03	4.3766	4.3950	2.0000	6.6680	7.0010	7.9101	2.402222e-03	4.897126e+02	3.299233e-09	34	2.402222e-03
pt6d07R00_02	3.4542	2.8337	2.2310	5.1313	7.5098	7.7029	2.314286e-03	4.240537e+02	2.895562e-09	33	2.314286e-03
pt6d07R00_00	3.8704	2.0000	3.1620	6.5155	5.6843	7.1474	2.171111e-03	3.749770e+02	2.901014e-09	23	2.171111e-03
pt6d07R00_05	3.3287	2.9008	3.7966	7.6544	6.7113	3.0000	2.271111e-03	4.135650e+02	1.667295e-09	21	2.271111e-03
pt6d07R00_01	3.4341	3.1010	2.4671	8.0000	7.1359	3.9286	2.293478e-03	4.321053e+02	2.322716e-09	33	2.293478e-03
pt6d07R00_06	3.2079	3.4218	2.0000	3.7812	7.4177	5.4230	2.268889e-03	4.271403e+02	3.193923e-09	34	2.268889e-03
pt6d07R00_08	4.5000	2.0935	3.4945	7.2757	7.8582	4.3016	2.191111e-03	4.135007e+02	2.820595e-09	23	2.191111e-03
pt6d07R00_07	4.5000	2.3286	3.4241	6.5886	7.3963	7.3718	2.273118e-03	4.284228e+02	2.282074e-09	24	2.273118e-03
pt6d07R00_09	4.2681	4.5000	2.5872	6.6209	7.7386	3.0000	2.221978e-03	4.946308e+02	1.978094e-09	34	2.221978e-03
pt6d07R01_01	4.5000	3.6089	2.7515	6.3061	7.6802	4.1794	2.317778e-03	4.655722e+02	1.951010e-09	33	2.317778e-03
pt6d07R01_05	2.7844	2.6532	2.0000	5.0976	7.9369	7.5957	2.288889e-03	4.128037e+02	3.386469e-09	33	2.288889e-03
pt6d07R01_07	3.7736	3.7895	2.3566	7.1504	7.5141	7.7055	2.493333e-03	4.793039e+02	2.508341e-09	34	2.493333e-03
pt6d07R01_02	4.4877	3.3861	2.7628	7.7522	7.9471	4.2368	2.301099e-03	4.723450e+02	1.994425e-09	31	2.301099e-03
pt6d07R01_03	4.5000	3.6926	2.7735	8.0000	7.6660	8.0000	2.356044e-03	4.943710e+02	2.003791e-09	33	2.356044e-03
pt6d07R01_04	3.9274	3.0387	2.4318	5.9741	7.8305	8.0000	2.219780e-03	4.495322e+02	2.539984e-09	33	2.219780e-03
pt6d07R01_09	4.3200	3.3455	2.7372	5.4606	7.8772	5.4811	2.317778e-03	4.578467e+02	2.050365e-09	32	2.317778e-03
pt6d08R00_06	3.7853	3.9637	2.0000	6.5680	8.0000	8.0000	2.373913e-03	4.884366e+02	3.296326e-09	34	2.373913e-03
pt6d08R00_07	4.5000	4.1578	2.0000	6.1370	5.4412	6.4161	2.066667e-03	4.301871e+02	3.283170e-09	34	2.066667e-03
pt6d08R00_01	3.8744	3.9508	2.0000	7.4541	6.9604	7.0079	2.410000e-03	4.712786e+02	3.244883e-09	34	2.410000e-03
pt6d08R00_05	4.0593	4.0610	2.0000	7.4391	5.8199	7.5619	2.256000e-03	4.516651e+02	3.273815e-09	34	2.256000e-03
pt6d08R00_00	3.1637	3.8885	2.1149	7.2061	7.3117	7.6428	2.308333e-03	4.721588e+02	2.985967e-09	34	2.308333e-03
pt6d08R00_02	3.8754	4.0190	2.5549	6.0723	7.1237	7.8972	2.232000e-03	4.786466e+02	2.194528e-09	34	2.232000e-03
pt6d08R01_05	3.9249	3.5474	2.9528	7.3189	7.6369	7.3858	2.362637e-03	4.793011e+02	1.809343e-09	33	2.362637e-03
pt6d08R01_00	4.0750	3.9699	2.3171	7.2104	7.7517	6.7944	2.473118e-03	4.902583e+02	2.567925e-09	34	2.473118e-03
pt6d08R01_07	4.5000	4.0291	2.1981	3.7772	8.0000	4.5802	2.382796e-03	4.687541e+02	2.709373e-09	34	2.382796e-03
pt6d08R01_06	3.8685	3.6714	2.0000	7.2204	7.5561	6.0950	2.430769e-03	4.675334e+02	3.244609e-09	34	2.430769e-03
pt6d08R01_02	2.0000	2.0545	2.0000	3.3660	8.0000	7.8947	2.069565e-03	3.696318e+02	3.549030e-09	33	2.069565e-03
pt6d08R01_01	3.9032	3.5008	2.0000	7.2399	7.5605	8.0000	2.293333e-03	4.667077e+02	3.293755e-09	34	2.293333e-03
pt6d08R01_08	4.0264	4.5000	2.1744	7.0757	7.6146	7.9031	2.473913e-03	5.081526e+02	2.865694e-09	34	2.473913e-03
pt6d08R01_09	4.2143	3.4096	2.2020	4.9066	8.0000	5.7135	2.395652e-03	4.547467e+02	2.816096e-09	33	2.395652e-03
pt6d09R00_05	3.4495	3.2046	2.4135	4.9946	8.0000	6.1413	2.182418e-03	4.456144e+02	2.465089e-09	33	2.182418e-03
pt6d09R00_03	3.5769	2.7462	3.3480	7.5501	7.8861	3.0000	2.275556e-03	4.304813e+02	1.914032e-09	25	2.275556e-03
pt6d09R00_07	3.9732	3.9114	2.1714	8.0000	8.0000	6.2547	2.415556e-03	4.927018e+02	2.854738e-09	34	2.415556e-03
pt6d09R00_04	4.0071	4.5000	2.8581	8.0000	7.9608	7.3673	2.271111e-03	5.263392e+02	1.791632e-09	34	2.271111e-03
pt6d09R00_00	4.5000	4.5000	3.0806	4.1301	8.0000	5.0113	2.281319e-03	4.987650e+02	1.569837e-09	33	2.281319e-03
pt6d09R00_09	4.3570	2.3629	2.6367	8.0000	7.6146	6.8998	2.265217e-03	4.263582e+02	2.778230e-09	28	2.265217e-03
pt6d09R01_00	4.2820	4.3992	2.0000	8.0000	7.5365	6.7518	2.296703e-03	5.051253e+02	3.268921e-09	34	2.296703e-03
pt6d09R01_01	4.5000	3.8704	3.1360	6.8405	7.5556	3.0000	2.260215e-03	4.725480e+02	1.524478e-09	31	2.260215e-03
pt6d09R01_03	4.5000	3.2694	3.7092	3.3760	7.5586	3.8473	2.239560e-03	4.340378e+02	1.512257e-09	26	2.239560e-03
pt6d09R01_02	3.3322	4.2356	2.0000	7.6396	8.0000	5.8108	2.487912e-03	4.967262e+02	3.200065e-09	34	2.487912e-03
pt6d09R01_04	3.7053	4.5000	2.5252	6.9063	6.9885	3.4215	2.182222e-03	4.732518e+02	2.071053e-09	34	2.182222e-03
pt6d09R01_07	4.5000	2.2965	3.2240	5.3834	7.6393	5.4195	2.450000e-03	4.116613e+02	2.524289e-09	25	2.450000e-03
pt6d09R01_08	4.0068	3.8914	2.4730	5.4200	7.8527	4.1748	2.245652e-03	4.687885e+02	2.222603e-09	33	2.245652e-03
pt6d09R01_09	3.6985	4.5000	2.5646	5.9919	7.9905	3.5723	2.221505e-03	4.939993e+02	2.025790e-09	34	2.221505e-03
pt6d10R00_04	3.5077	3.9264	2.0000	4.9957	8.0000	5.3993	2.257143e-03	4.689172e+02	3.183686e-09	34	2.257143e-03
pt6d10R00_01	3.3629	3.5400	2.0000	7.8198	8.0000	6.5945	2.353846e-03	4.705259e+02	3.250795e-09	34	2.353846e-03
