config	extra_rOut_up	extra_rOut_dn	extra_halfThickness_up	extra_halfThickness_dn	extra_f_up	extra_f_dn	sob	calo	alpha	obj
foilsf19R01_01	50.0000	101.0444	1.000000	0.010000	0.9500	0.0000	3.16000	0.00000e+00	100000.000	3.16000
foilsf19R01_04	249.3934	66.4095	0.356158	0.285599	0.5641	0.0000	2.99000	0.00000e+00	100000.000	2.99000
foilsf19R01_05	66.5335	50.0000	0.820826	0.438438	0.7923	0.0468	2.89000	0.00000e+00	100000.000	2.89000
foilsf19R01_06	111.7757	143.1950	0.911193	0.015704	0.9500	0.0000	3.29000	0.00000e+00	100000.000	3.29000
foilsf19R01_08	143.7212	58.5697	0.769537	0.436354	0.7763	0.0000	3.12000	0.00000e+00	100000.000	3.12000
foilsf19R01_03	203.2570	124.2546	0.900320	0.105410	0.8846	0.0000	3.48000	0.00000e+00	100000.000	3.48000
foilsf19R01_07	50.0188	101.0434	0.999981	0.010036	0.9500	0.0000	3.15000	0.00000e+00	100000.000	3.15000
foilsf19R01_09	144.5756	110.3631	0.921176	0.010000	0.9500	0.0000	3.15000	0.00000e+00	100000.000	3.15000
foilsf21R00_00	250.0000	165.4458	0.707236	0.481728	0.4947	0.0310	2.49000	4.48322e-06	100000.000	2.04168
foilsf21R00_01	50.0000	250.0000	0.048766	0.010000	0.0000	0.0000	3.38000	2.27501e-05	100000.000	1.10499
foilsf21R00_03	250.0000	157.9850	0.729145	0.407374	0.5309	0.0660	2.70000	7.56413e-06	100000.000	1.94359
foilsf21R00_04	53.8112	250.0000	0.151656	0.129820	0.0000	0.0000	3.29000	1.59868e-05	100000.000	1.69132
foilsf21R00_02	250.0000	172.9097	0.715578	0.613900	0.4678	0.0113	2.20000	2.88619e-06	100000.000	1.91138
foilsf21R00_05	250.0000	162.5642	0.747875	0.442286	0.5242	0.1080	2.60000	6.00010e-06	100000.000	1.99999
foilsf21R00_07	50.0000	50.0000	1.000000	0.010000	0.9500	0.0000	3.09000	2.34921e-05	100000.000	0.74079
foilsf21R00_06	221.7042	168.5681	0.187344	0.356206	0.2771	0.0000	2.84000	8.91263e-06	100000.000	1.94874
foilsf21R00_08	50.0000	50.0000	0.826821	0.267826	0.9500	0.0000	3.36000	2.36093e-05	100000.000	0.99907
foilsf21R00_09	50.0000	50.0000	0.366620	0.134642	0.9500	0.0000	3.41000	2.37817e-05	100000.000	1.03183
foilsf21R01_00	250.0000	247.9030	0.759596	1.000000	0.4679	0.0000	1.35000	1.43708e-06	100000.000	1.20629
foilsf21R01_01	174.6440	50.0000	0.089611	0.282635	0.0000	0.0000	3.48000	1.75389e-05	100000.000	1.72611
foilsf21R01_02	250.0000	152.1128	0.698877	0.379800	0.5048	0.0000	2.76000	7.37145e-06	100000.000	2.02286
foilsf21R01_03	250.0000	50.0000	0.744061	0.439186	0.4896	0.5171	2.80000	1.28497e-05	100000.000	1.51503
foilsf21R01_04	250.0000	50.0000	0.734360	0.331427	0.4486	0.9500	2.64000	1.16952e-05	100000.000	1.47048
foilsf21R01_05	250.0000	50.0000	0.668115	0.462569	0.5529	0.6488	2.79000	1.58231e-05	100000.000	1.20769
foilsf21R01_07	250.0000	50.0000	0.010000	0.054692	0.9500	0.0000	3.30000	2.35751e-05	100000.000	0.94249
foilsf21R01_06	250.0000	180.0054	0.750957	0.691204	0.4499	0.0000	2.03000	2.73709e-06	100000.000	1.75629
foilsf21R01_09	250.0000	207.1390	0.763354	0.902768	0.4279	0.0000	1.59000	1.78411e-06	100000.000	1.41159
foilsf21R01_08	171.5980	50.0000	0.113057	0.229248	0.3585	0.9500	3.24000	1.76703e-05	100000.000	1.47297
foilsf22R00_01	229.3858	166.6277	0.609938	0.390513	0.4816	0.0000	2.61000	4.97670e-06	100000.000	2.11233
foilsf22R00_00	177.8728	139.9688	0.089294	0.192183	0.1940	0.0000	3.59000	1.55157e-05	100000.000	2.03843
foilsf22R00_03	250.0000	250.0000	0.010000	0.115177	0.9500	0.0000	3.24000	1.71522e-05	100000.000	1.52478
foilsf22R00_02	250.0000	105.5371	0.964546	0.623732	0.5219	0.0000	2.62000	1.14690e-05	100000.000	1.47310
foilsf22R00_05	250.0000	192.8046	0.731154	0.780849	0.4363	0.0000	1.83000	2.05589e-06	100000.000	1.62441
foilsf22R00_07	250.0000	155.9790	0.751091	0.533658	0.4758	0.0000	2.43000	4.88151e-06	100000.000	1.94185
foilsf22R00_04	250.0000	167.2837	0.732412	0.590097	0.4647	0.0000	2.28000	3.29060e-06	100000.000	1.95094
foilsf22R00_06	250.0000	214.7998	0.703411	0.980707	0.4173	0.0000	1.49000	1.50689e-06	100000.000	1.33931
foilsf22R00_09	191.2939	250.0000	0.010000	0.176425	0.4366	0.0000	3.05000	1.46518e-05	100000.000	1.58482
foilsf22R00_08	250.0000	164.5052	0.679909	0.435414	0.4769	0.0000	2.55000	5.22442e-06	100000.000	2.02756
foilsf22R01_00	187.0637	160.0814	0.675168	0.314780	0.5256	0.0000	2.68000	7.76573e-06	100000.000	1.90343
foilsf22R01_01	178.0304	158.9108	0.241760	0.329026	0.4623	0.0000	3.06000	9.93359e-06	100000.000	2.06664
foilsf22R01_02	195.3030	169.9647	0.386998	0.375494	0.4815	0.0000	2.74000	7.08431e-06	100000.000	2.03157
foilsf22R01_03	176.1358	147.4166	0.697200	0.285436	0.5481	0.0000	2.79000	7.88315e-06	100000.000	2.00168
foilsf22R01_04	226.0931	172.2051	0.640769	0.458397	0.4688	0.0000	2.44000	4.78325e-06	100000.000	1.96168
foilsf22R01_06	152.2752	50.0000	0.126813	0.258003	0.3631	0.0000	3.53000	1.76708e-05	100000.000	1.76292
foilsf22R01_05	172.9673	142.9156	0.168404	0.300856	0.4205	0.0000	3.31000	1.32320e-05	100000.000	1.98680
foilsf22R01_07	219.6828	159.9586	0.666903	0.368120	0.4857	0.0000	2.63000	5.73485e-06	100000.000	2.05652
foilsf22R01_08	223.3464	177.0070	0.634498	0.525233	0.4618	0.0000	2.30000	4.26948e-06	100000.000	1.87305
foilsf22R01_09	50.0000	50.0000	0.010000	1.000000	0.4625	0.9500	3.23000	2.39605e-05	100000.000	0.83395
foilsf23R00_00	193.6466	153.9006	0.478017	0.282016	0.5293	0.0000	2.94000	8.73415e-06	100000.000	2.06659
foilsf23R00_03	153.6165	233.9628	0.230631	0.346588	0.9500	0.0000	2.71000	1.06261e-05	100000.000	1.64739
foilsf23R00_01	165.8773	148.1709	0.446982	0.243866	0.5879	0.0000	3.15000	1.11741e-05	100000.000	2.03259
foilsf23R00_04	213.5679	174.3804	0.245097	0.333663	0.4451	0.0000	2.88000	8.84985e-06	100000.000	1.99501
foilsf23R00_02	148.4296	171.0887	0.252654	0.286961	0.9500	0.0000	3.25000	1.49290e-05	100000.000	1.75710
foilsf23R00_05	250.0000	50.0000	0.028320	1.000000	0.0000	0.9500	3.25000	2.20960e-05	100000.000	1.04040
foilsf23R00_06	216.8961	161.3788	0.544361	0.355442	0.4882	0.0000	2.71000	6.24589e-06	100000.000	2.08541
foilsf23R00_07	250.0000	250.0000	1.000000	0.679852	0.0000	0.1968	0.64400	9.83206e-07	100000.000	0.54568
foilsf23R00_08	156.3226	163.0313	0.044738	0.285203	0.9500	0.0000	3.34000	1.73077e-05	100000.000	1.60923
foilsf23R00_09	50.0000	50.0000	0.010000	0.010000	0.9500	0.9500	3.14000	2.39488e-05	100000.000	0.74512
foilsf23R01_02	106.4219	163.8801	0.376237	0.284755	0.6962	0.0000	3.21000	1.48578e-05	100000.000	1.72422
foilsf23R01_00	137.8579	148.6047	0.997639	0.400626	0.9500	0.0000	3.16000	1.59493e-05	100000.000	1.56507
foilsf23R01_05	155.8089	110.7844	0.593259	0.010000	0.9500	0.0000	3.13000	2.32505e-05	100000.000	0.80495
foilsf23R01_07	250.0000	173.4258	0.626036	0.444277	0.4572	0.0000	2.46000	4.20962e-06	100000.000	2.03904
foilsf23R01_03	179.7141	155.6087	0.451944	0.278488	0.5632	0.0000	3.02000	9.25150e-06	100000.000	2.09485
foilsf23R01_06	153.2622	139.6259	0.777809	0.216868	0.9500	0.0000	3.53000	1.88952e-05	100000.000	1.64048
foilsf23R01_01	195.8250	162.6397	0.492041	0.313711	0.5238	0.0000	2.83000	8.07802e-06	100000.000	2.02220
foilsf23R01_08	250.0000	250.0000	0.776925	0.672581	0.0000	0.1984	0.86300	1.36764e-06	100000.000	0.72624
foilsf23R01_04	177.3721	126.5047	0.121142	0.236417	0.3544	0.3576	3.46000	1.43874e-05	100000.000	2.02126
foilsf23R01_09	250.0000	181.7691	0.689105	0.585097	0.4471	0.0000	2.18000	3.02926e-06	100000.000	1.87707
foilsfPS01R00_00	117.9893	111.9068	0.024936	0.150959	0.1988	0.2641	3.82000	2.28063e-05	100000.000	1.53937
foilsfPS01R00_02	66.3965	108.4315	0.062514	0.087686	0.2176	0.1738	3.79000	2.25668e-05	100000.000	1.53332
foilsfPS01R00_03	68.2523	102.5287	0.090317	0.164462	0.0763	0.3457	3.79000	2.27567e-05	100000.000	1.51433
foilsfPS01R00_01	90.8836	137.9410	0.101405	0.137820	0.1319	0.1636	3.80000	2.11270e-05	100000.000	1.68730
foilsfPS01R00_06	116.1332	105.3098	0.112666	0.101190	0.1029	0.1961	3.79000	1.84895e-05	100000.000	1.94105
foilsfPS01R00_05	153.4942	129.5059	0.018033	0.121731	0.2486	0.2152	3.76000	2.07332e-05	100000.000	1.68668
foilsfPS01R00_07	89.0049	99.1897	0.062917	0.254377	0.2749	0.1926	3.74000	2.19593e-05	100000.000	1.54407
foilsfPS01R00_08	97.1988	84.8243	0.117804	0.173014	0.0083	0.0047	3.74000	2.12557e-05	100000.000	1.61443
foilsfPS01R00_04	147.0223	75.4456	0.060160	0.171047	0.1304	0.1013	3.75000	1.91453e-05	100000.000	1.83547
foilsfPS01R00_09	82.3235	104.0027	0.137641	0.221301	0.1381	0.2051	3.69000	2.20450e-05	100000.000	1.48550
foilsfPS01R01_01	120.8765	118.2112	0.062359	0.146104	0.2521	0.3064	3.84000	1.95492e-05	100000.000	1.88508
foilsfPS01R01_00	66.6862	110.9845	0.100101	0.125112	0.1562	0.2001	3.82000	2.29246e-05	100000.000	1.52754
foilsfPS01R01_03	117.9827	100.7546	0.013624	0.128146	0.0208	0.1778	3.80000	2.28902e-05	100000.000	1.51098
foilsfPS01R01_02	90.5649	126.5711	0.091646	0.104672	0.0683	0.3603	3.80000	2.12580e-05	100000.000	1.67420
foilsfPS01R01_04	96.2318	93.6383	0.015980	0.250170	0.1181	0.0058	3.72000	2.20724e-05	100000.000	1.51276
foilsfPS01R01_05	123.0094	74.5145	0.071835	0.101416	0.1586	0.0955	3.76000	1.99104e-05	100000.000	1.76896
foilsfPS01R01_06	68.6948	103.3249	0.059445	0.205459	0.0317	0.3679	3.74000	2.32467e-05	100000.000	1.41533
foilsfPS01R01_07	88.5562	131.4844	0.066458	0.223484	0.1816	0.2071	3.73000	1.97428e-05	100000.000	1.75572
foilsfPS01R01_08	69.5033	159.8482	0.070327	0.054176	0.0556	0.1796	3.71000	2.04247e-05	100000.000	1.66753
foilsfPS01R01_09	95.0055	98.1124	0.110765	0.077035	0.2274	0.3239	3.71000	2.14917e-05	100000.000	1.56083
foilsf24R00_00	250.0000	200.0245	0.730617	0.801923	0.4011	0.0000	1.72000	1.76668e-06	100000.000	1.54333
foilsf24R00_01	250.0000	178.3157	0.708140	0.625938	0.4255	0.0000	2.09000	2.65306e-06	100000.000	1.82469
foilsf24R00_02	170.7450	130.1557	0.420314	0.256939	0.5272	0.1696	3.12000	1.13131e-05	100000.000	1.98869
foilsf24R00_03	189.4019	156.6309	0.463664	0.291258	0.5022	0.0000	2.88000	8.10162e-06	100000.000	2.06984
foilsf24R00_05	250.0000	223.8495	0.718902	0.984093	0.3904	0.0000	1.40000	1.18737e-06	100000.000	1.28126
foilsf24R00_04	163.9659	127.8262	0.389473	0.254676	0.5593	0.1551	3.23000	1.16726e-05	100000.000	2.06274
foilsf24R00_06	213.0515	156.2743	0.538541	0.329056	0.5025	0.0000	2.81000	6.61793e-06	100000.000	2.14821
foilsf24R00_07	250.0000	250.0000	0.010000	0.010000	0.9500	0.9500	3.12000	2.38502e-05	100000.000	0.73498
foilsf24R00_08	183.6422	198.3556	0.758581	0.366574	0.9500	0.0000	2.84000	1.10820e-05	100000.000	1.73180
foilsf24R00_09	244.4289	169.4559	0.604118	0.366983	0.4960	0.0000	2.67000	5.85087e-06	100000.000	2.08491
foilsf24R01_00	181.9566	133.8185	0.442035	0.301241	0.5409	0.0000	3.09000	1.05261e-05	100000.000	2.03739
foilsf24R01_02	103.8260	149.8631	0.929440	0.171524	0.9500	0.9500	3.08000	2.24733e-05	100000.000	0.83267
foilsf24R01_01	151.0726	77.8841	0.166642	0.294277	0.6946	0.3898	3.48000	1.91592e-05	100000.000	1.56408
foilsf24R01_03	134.7705	122.8625	0.197162	0.306685	0.9500	0.5885	3.40000	2.18025e-05	100000.000	1.21975
foilsf24R01_04	250.0000	224.8805	0.689420	0.830482	0.3802	0.0000	1.54000	1.59427e-06	100000.000	1.38057
foilsf24R01_06	50.0000	142.2875	0.327476	0.568987	0.9500	0.9500	3.09000	2.13028e-05	100000.000	0.95972
foilsf24R01_08	50.0000	50.0000	0.328879	0.507449	0.9500	0.9500	3.20000	2.30603e-05	100000.000	0.89397
foilsf24R01_05	250.0000	250.0000	0.878113	0.754350	0.0000	0.0000	0.71200	8.96035e-07	100000.000	0.62240
foilsf24R01_07	172.4538	126.2287	0.403328	0.299944	0.5649	0.0000	3.20000	1.16731e-05	100000.000	2.03269
foilsf24R01_09	50.0000	100.1093	0.330661	0.514269	0.9500	0.9500	3.25000	2.40062e-05	100000.000	0.84938
foilsf26R00_06	250.0000	161.3028	0.615795	0.412711	0.4561	0.0000	2.58000	5.33216e-06	100000.000	2.04678
foilsf26R00_03	210.8876	157.3608	0.529872	0.321046	0.5547	0.0000	2.90000	8.05439e-06	100000.000	2.09456
foilsf26R00_07	250.0000	188.2703	0.732306	0.771252	0.3877	0.0000	1.78000	2.15811e-06	100000.000	1.56419
foilsf26R00_01	168.0527	126.2782	0.135094	0.235645	0.2856	0.0000	3.50000	1.45725e-05	100000.000	2.04275
foilsf26R00_05	150.7679	111.6801	0.096419	0.186101	0.2373	0.0000	3.76000	1.68207e-05	100000.000	2.07793
foilsf26R00_02	182.8330	148.0660	0.159829	0.284561	0.3544	0.0885	3.26000	1.17975e-05	100000.000	2.08025
foilsf26R00_08	230.1596	156.7796	0.573364	0.355917	0.4963	0.0000	2.75000	6.12483e-06	100000.000	2.13752
foilsf26R00_04	165.1566	159.3152	0.896200	0.119984	0.7583	0.2046	3.17000	1.35563e-05	100000.000	1.81437
foilsf26R00_00	165.8110	177.4888	0.891574	0.199414	0.7360	0.0000	3.01000	1.16569e-05	100000.000	1.84431
foilsf26R00_09	190.6272	146.1448	0.485689	0.296894	0.5405	0.0000	2.99000	9.08206e-06	100000.000	2.08179
foilsf26R01_00	250.0000	183.0568	0.607943	0.412149	0.4859	0.0000	2.51000	4.71195e-06	100000.000	2.03881
foilsf26R01_02	151.0227	130.7996	0.105255	0.184515	0.2171	0.0000	3.67000	1.54937e-05	100000.000	2.12063
foilsf26R01_04	50.0000	142.0098	1.000000	0.832230	0.8556	0.0000	2.47000	1.73074e-05	100000.000	0.73926
foilsf26R01_07	160.6005	176.3894	0.115646	0.177281	0.0000	0.0000	3.39000	1.32769e-05	100000.000	2.06231
foilsf26R01_01	50.0000	154.0930	0.603330	0.402117	0.9500	0.0000	3.18000	1.78676e-05	100000.000	1.39324
foilsf26R01_03	183.9688	139.5071	0.507772	0.278229	0.6601	0.1357	3.18000	1.24933e-05	100000.000	1.93067
foilsf26R01_05	250.0000	168.2759	0.010000	0.376074	0.9500	0.0000	3.11000	1.58943e-05	100000.000	1.52057
foilsf26R01_08	148.5754	145.0441	0.101753	0.165368	0.0000	0.0000	3.65000	1.57684e-05	100000.000	2.07316
foilsf26R01_09	199.7778	152.0958	0.489032	0.287627	0.6112	0.0047	3.05000	1.07979e-05	100000.000	1.97021
foilsf26R01_06	250.0000	193.4804	0.711457	0.717568	0.4262	0.0000	1.90000	2.08196e-06	100000.000	1.69180
